Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e),Total CO? Excluding Land-Use Change and Forestry (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),LUCF (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
European Union (28),1998,5038.6411,4766.5226,4017.8511,514.5537849,448.8220592,57.41418198,4059.968946,262.8510891,529.4381003,186.3529505,-272.11844,233.75,1567.15,707.11,867.01,814.8870119,103.8119343
European Union (28),1999,4960.5183,4686.4796,3957.4291,503.2898698,439.5460818,60.25326336,3992.481507,259.1465524,527.0279973,181.8822704,-274.0387,232.62,1534.55,672.95,888.8,793.900265,102.2812419
European Union (28),2000,4960.4984,4680.4551,3975.11,492.0259548,430.2701044,63.09234473,4003.253388,255.1855357,524.6178944,177.4115903,-280.0433,247.95,1560.6,690.27,887.08,768.2635181,97.03986945
European Union (28),2001,5019.0824,4697.6185,4047.953,482.4750828,424.8013024,63.85307193,4075.745892,251.2076565,519.6287124,172.5401619,-321.46392,249.36,1587.17,689.13,899.79,805.7315452,93.92434701
European Union (28),2002,4977.179,4654.0983,4020.3084,472.9242109,419.3325003,64.61379914,4045.436477,249.3842093,514.6395305,167.6687336,-323.08062,251.85,1606.31,667.86,908.69,771.6895724,90.88690457
European Union (28),2003,5065.8602,4741.4359,4123.2486,463.3733389,413.8636983,65.37452634,4142.008532,251.3639941,509.6503485,162.7973052,-324.42432,257.1,1660.84,678.2,922.46,792.9175996,87.59093212
European Union (28),2004,5076.2512,4749.7262,4147.8986,453.8224669,408.3948963,66.13525355,4159.584886,254.0692509,504.6611666,157.9258769,-326.525,275.03,1671.66,665.85,944.95,792.4256267,84.69925968
European Union (28),2005,5034.2842,4706.1773,4120.1905,444.271595,402.9260942,66.89598076,4128.060851,253.4769077,499.6719846,153.0544485,-328.10692,287.4,1656.6,649.33,946.53,793.8436539,81.75719723
European Union (28),2006,5043.8523,4770.758,4138.8779,438.2238375,398.6952599,68.05531211,4133.644072,261.3311328,498.1048241,150.7722606,-273.09432,301.36,1680.37,632.11,957.96,783.5231094,79.68096266
European Union (28),2007,4995.0614,4721.2402,4099.2062,432.1760801,394.4644256,69.21464347,4086.279033,263.784622,496.5376636,148.4900726,-273.82119,305.47,1696.06,642.18,967.65,704.2025648,76.18646809
European Union (28),2008,4901.8225,4626.5602,4015.0866,426.1283226,390.2335913,70.37397483,4011.942914,248.6912151,494.9705031,146.2078846,-275.26228,308.41,1621.45,618.76,945.61,751.8920203,74.23089352
European Union (28),2009,4570.6089,4293.8234,3692.9923,420.0805651,386.002757,71.53330619,3708.562195,224.6576483,493.4033427,143.9256966,-276.78545,281.71,1482.02,515.31,914.95,724.1614757,72.12071895
European Union (28),2010,4663.4083,4385.6144,3794.9109,414.0328076,381.7719226,72.69263754,3813.490396,216.4782095,491.8361822,141.6435086,-277.7939,281.48,1519.7,547.93,907.19,768.5709312,70.09946438
European Union (28),2011,4540.9445,4263.1506,3667.3732,413.0364117,383.2727472,77.26207292,3688.217124,214.1375479,494.4438259,141.1697911,-277.7939,284.51,1494.34,550.61,897.33,676.3894998,69.54762449
Fiji,1990,1.5842,1.2396,0.8134,0.438819824,0.331989419,0,,0.040304,0.68986998,0.080939263,-0.34465,,,,,,0
Fiji,1991,1.4697,1.1254,0.6742,0.452534297,0.342721316,0.000308104,,0.040612104,0.713487486,0.081768127,-0.34437,,,,,,0
Fiji,1992,1.5421,1.1982,0.7218,0.46624877,0.353453213,0.000616208,,0.040920208,0.737104992,0.082596991,-0.34397,,,,,,0
Fiji,1993,1.6072,1.2636,0.7621,0.479963243,0.36418511,0.000924312,,0.041228312,0.760722498,0.083425855,-0.34357,,,,,,0
Fiji,1994,1.6869,1.3437,0.8171,0.493677717,0.374917007,0.001232416,,0.048864416,0.784340004,0.084254719,-0.34318,,,,,,0
Fiji,1995,1.7593,1.4165,0.8647,0.50739219,0.385648903,0.00154052,,0.04550852,0.80795751,0.085083583,-0.34278,,,,,,0
Fiji,1996,1.7757,1.4333,0.894,0.504357122,0.374324897,0.003019418,,0.043323418,0.792287731,0.086394288,-0.34239,,,,,,0
Fiji,1997,1.6053,1.2633,0.7365,0.501322055,0.363000891,0.004498315,,0.052130315,0.776617953,0.087704993,-0.34199,,,,,,0
Fiji,1998,1.5594,1.2178,0.7035,0.498286987,0.351676885,0.005977212,,0.049945212,0.760948174,0.089015698,-0.34159,,,,,,0
Fiji,1999,1.6455,1.3043,0.8024,0.495251919,0.340352879,0.007456109,,0.055088109,0.745278396,0.090326402,-0.3412,,,,,,0
Fiji,2000,1.6949,1.3541,0.8647,0.492216851,0.329028872,0.008935007,,0.056567007,0.729608617,0.091637107,-0.3408,,,,,,0
Fiji,2001,1.9471,1.4668,1.1139,0.490532101,0.331033211,0.011659364,,0.059291364,0.728496275,0.093069038,-0.48024,,,,,,0
Fiji,2002,1.6753,1.1956,0.8391,0.488847351,0.33303755,0.014383722,,0.069343722,0.727383933,0.094500968,-0.47974,,,,,,0
Fiji,2003,1.7004,1.2211,0.861,0.487162601,0.335041888,0.01710808,,0.07573208,0.726271591,0.095932899,-0.47924,,,,,,0
Fiji,2004,1.9745,1.4958,1.1322,0.485477851,0.337046227,0.019832438,,0.078456438,0.725159249,0.09736483,-0.47874,,,,,,0
Fiji,2005,2.2084,1.7302,1.363,0.483793101,0.339050566,0.022556796,,0.092172796,0.724046907,0.098796761,-0.47824,,,,,,0
Fiji,2006,2.2163,1.3718,1.3593,0.487511141,0.343275176,0.026197836,,0.095813836,0.730570071,0.100216245,-0.84456,,,,,,0
Fiji,2007,2.0704,1.2238,1.2018,0.491229181,0.347499786,0.029838877,,0.103118877,0.737093236,0.10163573,-0.84655,,,,,,0
Fiji,2008,1.9574,1.1088,1.0772,0.49494722,0.351724396,0.033479917,,0.103095917,0.743616401,0.103055215,-0.84855,,,,,,0
Fiji,2009,1.7381,0.8876,0.8464,0.49866526,0.355949006,0.037120957,,0.092080957,0.750139566,0.1044747,-0.85054,,,,,,0
Fiji,2010,2.193,1.3405,1.2897,0.5023833,0.360173616,0.040761997,,0.095721997,0.756662731,0.105894185,-0.85254,,,,,,0
Fiji,2011,2.3581,1.5055,1.4447,0.504530728,0.363157827,0.045654204,,,0.760338355,0.1073502,-0.85254,,,,,,0
Finland,1990,73.8242,50.2133,55.2317,6.343330321,12.16009613,0.089056145,55.72253786,7.457507367,6.708013648,3.936151713,-23.61095,2.75,19.71,14.54,11.6,9.8602126,0.012325263
Finland,1991,75.0675,51.3981,56.5195,6.299023627,12.14318923,0.105763695,57.19004521,7.369849291,6.582315801,3.925286244,-23.66941,2.61,21.3,14.79,11.28,9.794067214,0.025977999
Finland,1992,72.7477,48.9614,54.2443,6.254716932,12.12628233,0.122471246,55.01755256,7.359135216,6.456617954,3.914420775,-23.78635,2.95,18.99,14.91,11.24,9.837921828,0.039630736
Finland,1993,73.6367,49.7334,55.1777,6.210410238,12.10937543,0.139178796,56.09505991,7.29712514,6.330920108,3.903555306,-23.90329,2.44,21.99,14.28,11.01,8.761776442,0.053283472
Finland,1994,80.1968,56.1766,61.7824,6.166103544,12.09246853,0.155886347,62.70256726,7.396331065,6.205222261,3.892689837,-24.02023,2.11,26.63,15.69,11.45,8.865631056,0.066936208
Finland,1995,74.8406,50.7035,56.4707,6.12179685,12.07556164,0.172593898,57.39007461,7.499200989,6.079524414,3.881824368,-24.13716,1.9,24.67,12.44,11.24,8.95948567,0.080588944
Finland,1996,80.7292,56.493,62.6973,5.982371927,11.85035559,0.199130383,63.55135362,7.373154767,6.04033292,3.754328594,-24.23614,2.1,31.39,12.23,10.97,8.885746995,0.075606623
Finland,1997,78.1944,53.8211,60.5007,5.842947003,11.62514954,0.225666868,61.40263262,7.173828546,6.001141426,3.626832821,-24.37333,2.23,28.9,12.35,11.58,8.50200832,0.070624301
Finland,1998,74.7116,50.2212,57.3559,5.70352208,11.39994349,0.252203353,58.14391162,7.106406324,5.961949932,3.499337047,-24.49042,2.62,23.81,13.86,11.73,8.678269645,0.065641979
Finland,1999,73.7698,49.1625,56.7522,5.564097157,11.17473745,0.278739839,57.42519063,7.049976102,5.922758438,3.371841274,-24.60729,2.8,24.21,13.18,12.06,7.91453097,0.060659657
Finland,2000,72.7366,48.0144,56.0572,5.424672234,10.9495314,0.305276324,56.67646963,6.94224988,5.883566945,3.2443455,-24.72226,3.12,25.31,11.92,11.75,7.640792295,0.055677336
Finland,2001,77.3241,60.7135,61.1695,5.247282806,10.57773844,0.329593964,61.82721208,6.557521939,5.867537206,3.071863985,-16.61066,2.85,30.51,11.56,11.86,7.83970641,0.057505671
Finland,2002,79.377,62.9287,63.7472,5.069893378,10.20594549,0.353911605,64.45795453,6.158137998,5.851507467,2.89938247,-16.44827,3.05,33.18,11.35,12.07,7.798620526,0.059334007
Finland,2003,87.0787,70.8106,71.9738,4.89250395,9.834152529,0.378229245,72.54869698,5.967602057,5.835477728,2.726900955,-16.26808,3.08,41.24,11.04,12.26,7.947534642,0.061162342
Finland,2004,82.5849,66.4628,68.0049,4.715114523,9.462359573,0.402546886,68.68943944,5.531578116,5.81944799,2.55441944,-16.1221,2.85,37.39,11.12,12.56,7.556448757,0.062990678
Finland,2005,69.983,54.0345,55.9278,4.537725095,9.090566617,0.426864526,56.56018189,5.227458175,5.803418251,2.381937925,-15.94845,2.83,26.08,10.64,12.63,7.145362873,0.064819014
Finland,2006,81.526,87.2792,67.4991,4.488443287,9.09696513,0.441526839,67.99954651,5.321154623,5.865619444,2.339670684,5.75318,3.13,37.49,10.73,12.82,6.894171417,0.065375088
Finland,2007,79.4471,85.1619,65.4484,4.43916148,9.103363643,0.456189151,65.94891112,5.282947071,5.927820638,2.297403443,5.71482,3.03,35.6,10.55,13.16,6.572979961,0.065931163
Finland,2008,71.7789,77.4937,57.8084,4.389879672,9.109762157,0.470851464,58.31827574,5.215427518,5.990021831,2.255136202,5.71482,2.98,28.97,10.3,12.55,6.431788505,0.066487237
Finland,2009,69.5562,75.271,55.614,4.340597865,9.11616067,0.485513776,56.47764036,4.803491966,6.052223024,2.21286896,5.71482,2.29,29.1,8.62,12,6.690597048,0.067043312
Finland,2010,77.658,83.3728,63.744,4.291316057,9.122559183,0.500176089,64.63700498,4.735972413,6.114424218,2.170601719,5.71482,2.25,34.56,10.45,12.51,7.049405592,0.067599386
Finland,2011,70.195,75.9098,56.134,4.297950677,9.231555539,0.531535419,57.04510712,4.787331744,6.200715647,2.171839124,5.71482,2.51,28.84,9.82,12.27,6.047795553,0.067311569
France,1990,529.168,505.9122,365.7238,67.0401605,89.78396374,6.620113094,367.0645538,41.38335509,109.5847321,11.13535632,-23.25578,17.04,63.6,80.1,112.74,104.7198639,5.904689888
France,1991,556.5526,533.2387,393.3287,67.36591829,89.21815251,6.639784095,394.6333559,41.7692976,108.3915289,11.75839253,-23.31391,16.54,74.01,83.94,116.28,114.525443,5.877912942
France,1992,541.9985,518.5683,378.995,67.69167608,88.65234127,6.659455095,382.992158,39.43655212,107.1983256,12.38142874,-23.43019,17.59,63.71,82.36,118.76,112.311022,5.851135997
France,1993,522.27,498.7235,359.4869,68.01743386,88.08653004,6.679126095,363.8509601,39.41945463,106.0051223,13.00446496,-23.54646,17.54,50.23,78.36,119.9,109.5366011,5.824359052
France,1994,517.8537,494.1909,355.2909,68.34319165,87.5207188,6.698797096,359.2597622,40.16446915,104.811919,13.62750117,-23.66273,17.35,51.09,77.64,120.79,103.9421801,5.797582107
France,1995,526.3945,502.6155,364.0522,68.66894944,86.95490757,6.718468096,368.8385643,39.69669966,103.6187157,14.25053738,-23.77901,18.13,56.39,81,121.73,103.9477592,5.770805162
France,1996,539.4046,515.5086,378.7543,68.7144918,84.62185562,7.313992162,383.0892293,37.48562336,103.9781176,14.85162529,-23.89599,19.25,60.44,82.96,121.49,112.7813336,5.41789572
France,1997,530.9845,506.9718,372.0262,68.76003416,82.28880367,7.909516228,375.6998943,35.49438705,104.3375195,15.45271319,-24.01274,20.22,56.69,82.78,123.99,107.174908,5.064986279
France,1998,556.5733,532.4446,399.3069,68.80557652,79.95575172,8.505040295,402.6105593,33.23201474,104.6969214,16.0538011,-24.12867,21.75,71.12,85.83,128.43,112.5184824,4.712076837
France,1999,548.6304,524.3853,393.056,68.85111889,77.62269978,9.100564361,395.4412243,31.46794643,105.0563233,16.65488901,-24.24505,23.07,65.14,83.34,128.8,113.8020569,4.359167396
France,2000,542.5981,518.2365,388.7157,68.89666125,75.28964783,9.696088427,390.6118893,29.30450213,105.4157252,17.25597692,-24.36164,23.9,69.44,78.53,131.72,106.9156313,4.006257954
France,2001,547.1422,470.2691,395.1955,68.27079841,73.72413758,9.951776853,396.6725608,28.68809216,104.136451,17.64508081,-76.87309,22.4,63.05,84.61,133.47,112.0302809,3.512279972
France,2002,538.175,460.6846,388.164,67.64493557,72.15862733,10.20746528,389.2732324,28.0203862,102.8571769,18.03418471,-77.49034,22.22,64.98,82.01,133.39,105.8749304,3.018301989
France,2003,543.0192,464.9329,394.9439,67.01907273,70.59311709,10.4631537,395.3639039,27.66412023,101.5779027,18.42328861,-78.08627,22.73,68.05,82.02,132.05,110.7195799,2.524324006
France,2004,541.9057,463.1861,395.7661,66.39320989,69.02760684,10.71884213,394.9445755,27.85012627,100.2986286,18.81239251,-78.71963,24.8,67.47,78.18,132.28,114.9842295,2.030346024
France,2005,543.1376,463.8069,398.9336,65.76734705,67.46209659,10.97453055,397.3752471,27.54149231,99.0193544,19.20149641,-79.33068,24.21,73.26,72.88,130.69,119.008879,1.536368041
France,2006,535.5754,511.2264,390.7302,65.86271256,67.93049335,11.05205851,388.4192888,27.76414442,100.0047633,19.38722796,-24.349,25.28,68.81,74.2,130.32,113.5626618,1.526626926
France,2007,529.6695,505.2062,384.1829,65.95807808,68.3988901,11.12958647,381.8733305,27.24300453,100.9901721,19.57295951,-24.46327,26.1,71.15,74,129.62,105.5864447,1.516885811
France,2008,527.0303,502.4544,380.9025,66.0534436,68.86728685,11.20711443,378.7573722,26.53866464,101.975581,19.75869106,-24.57586,25.12,71.74,69.32,123.66,112.5302275,1.507144696
France,2009,505.2688,480.5938,358.4997,66.14880911,69.33568361,11.28464239,357.9214139,24.44200475,102.9609899,19.94442261,-24.67501,23.54,66.05,58.24,122.18,109.9540103,1.497403581
France,2010,513.2301,488.4332,365.8197,66.24417463,69.80408036,11.36217035,365.1054556,24.03811287,103.9463987,20.13015416,-24.79689,23.62,70.67,61.54,122.47,108.9377931,1.487662466
France,2011,487.3909,462.5941,338.1568,66.26939533,70.94296838,12.02176016,336.7619161,25.43464724,104.9611939,20.2231858,-24.79689,25.03,60.44,60.37,122.11,92.35559838,1.486317752
Gabon,1990,7.0423,7.4392,4.1547,1.591403532,1.296204475,0,6.21153837,0.058624,0.696926475,0.085253161,0.39686,0.28,0.31,0.14,0.32,2.07009768,3.37144069
Gabon,1991,7.2274,7.6243,4.3269,1.607352202,1.293092354,0.0000703,6.392246637,0.058694327,0.689106557,0.097371362,0.39686,0.26,0.32,0.19,0.39,2.096327944,3.395918693
Gabon,1992,7.5128,7.9096,4.5994,1.623300872,1.289980233,0.000140655,6.653234904,0.058764655,0.681286638,0.109489563,0.39686,0.85,0.3,0.27,0.36,2.082558208,3.640676696
Gabon,1993,7.653,8.0499,4.7267,1.639249542,1.286868112,0.000210982,6.781773171,0.066162982,0.673466719,0.121607764,0.39686,0.82,0.33,0.33,0.39,2.078788472,3.652984699
Gabon,1994,7.422,7.8188,4.4827,1.655198213,1.283755991,0.000281309,6.550021438,0.062569309,0.6656468,0.133725965,0.39686,0.68,0.25,0.43,0.31,2.095018736,3.465002702
Gabon,1995,7.5995,7.9964,4.6474,1.671146883,1.28064387,0.000351636,6.718559705,0.077295636,0.657826882,0.145844167,0.39686,0.63,0.33,0.47,0.34,2.101249,3.477310705
Gabon,1996,7.3797,7.7766,4.7521,1.510777006,1.11619218,0.000689348,6.472477922,0.092289348,0.617861931,0.197099333,0.39684,0.56,0.4,0.48,0.34,1.781645358,3.470832564
Gabon,1997,7.1726,7.5694,4.8694,1.350407129,0.95174049,0.00102706,6.256366139,0.09995506,0.57789698,0.2483545,0.39685,0.68,0.42,0.53,0.38,1.462041716,3.464324423
Gabon,1998,6.9481,7.345,4.9694,1.190037251,0.7872888,0.001364772,6.010254356,0.100292772,0.537932029,0.299609667,0.39688,0.72,0.49,0.54,0.4,1.122438074,3.457816282
Gabon,1999,6.4826,6.8794,4.8284,1.029667374,0.62283711,0.001702484,5.534142573,0.089638484,0.497967078,0.350864833,0.39682,0.74,0.45,0.47,0.38,0.782834432,3.451308141
Gabon,2000,5.9472,6.3439,4.6175,0.869297497,0.45838542,0.002040195,4.96881079,0.108296195,0.458002127,0.40212,0.39669,0.83,0.45,0.46,0.29,0.43323079,3.33558
Gabon,2001,6.0495,6.4456,4.5947,0.944805658,0.507356603,0.002645826,4.931148551,0.123557826,0.572344517,0.412479193,0.39609,0.83,0.41,0.56,0.33,0.429267113,3.201881438
Gabon,2002,5.9281,6.3242,4.3482,1.020313819,0.556327787,0.003251457,4.687086312,0.131491457,0.686686908,0.422838386,0.39614,0.87,0.45,0.38,0.36,0.465303436,3.031782876
Gabon,2003,6.136,6.5329,4.431,1.09582198,0.605298971,0.003857088,4.779684073,0.132097088,0.801029299,0.433197579,0.39688,0.84,0.5,0.39,0.33,0.46133976,3.098344313
Gabon,2004,6.3011,6.6984,4.471,1.171330141,0.654270154,0.004462719,4.799461834,0.132702719,0.915371689,0.443556772,0.39729,0.83,0.52,0.38,0.34,0.467376083,3.092085751
Gabon,2005,6.6288,7.0264,4.6737,1.246838302,0.703241338,0.00506835,5.011869595,0.13330835,1.02971408,0.453915965,0.39761,0.81,0.63,0.57,0.34,0.483412406,2.988457189
Gabon,2006,6.0091,6.4055,4.0398,1.257007751,0.706387994,0.005917001,4.380127566,0.134157001,1.031183701,0.463644478,0.3964,0.76,0.61,0.66,0.34,0.487605379,2.282522187
Gabon,2007,5.9627,6.3598,3.9792,1.267177199,0.709534649,0.006765653,4.336285536,0.120349653,1.032653321,0.473372991,0.39716,0.78,0.76,0.56,0.39,0.521798352,2.104487184
Gabon,2008,6.0368,6.4339,4.0392,1.277346648,0.712681304,0.007614304,4.398403506,0.121198304,1.034122942,0.483101504,0.39711,0.76,0.67,0.7,0.4,0.525991324,2.102412182
Gabon,2009,6.121,6.5171,4.1092,1.287516096,0.71582796,0.008462956,4.480521477,0.122046956,1.035592562,0.492830017,0.39607,0.77,0.7,0.71,0.43,0.540184297,2.10033718
Gabon,2010,6.2652,6.661,4.2392,1.297685545,0.718974615,0.009311607,4.592639447,0.122895607,1.037062183,0.50255853,0.39588,0.87,0.74,0.73,0.46,0.56437727,2.098262178
Gabon,2011,6.7774,7.1733,4.7315,1.31275216,0.722368453,0.010802786,5.213892892,,1.039726661,0.51297106,0.39588,0.86,0.7,0.77,0.46,0.567360226,2.716532666
Gambia,1990,4.2545,3.8032,0.1905,3.710504563,0.353435951,0,,0,1.233783502,2.770032784,-0.45131,,,,,,0
Gambia,1991,4.3887,3.9374,0.1979,3.837043605,0.353735261,0.0000381,,3.81E-05,1.240815701,2.886953909,-0.45128,,,,,,0
Gambia,1992,4.5155,4.0643,0.1979,3.963582647,0.35403457,0.0000763,,7.63E-05,1.247847901,3.003875033,-0.45122,,,,,,0
Gambia,1993,4.6534,4.2023,0.2088,4.090121689,0.354333879,0.000114412,,0.000114412,1.254880101,3.120796158,-0.45115,,,,,,0
Gambia,1994,4.7803,4.3292,0.2088,4.216660731,0.354633189,0.00015255,,0.00015255,1.2619123,3.237717283,-0.45109,,,,,,0
Gambia,1995,4.9145,4.4635,0.2162,4.343199773,0.354932498,0.000190687,,0.000190687,1.2689445,3.354638408,-0.45103,,,,,,0
Gambia,1996,5.0528,4.6018,0.2162,4.47398633,0.362219622,0.00038144,,0.00038144,1.280598863,3.482090854,-0.45097,,,,,,0
Gambia,1997,5.191,4.7401,0.2162,4.604772887,0.369506747,0.000572193,,0.000572193,1.292253227,3.6095433,-0.45091,,,,,,0
Gambia,1998,5.3476,4.8968,0.2345,4.735559445,0.376793872,0.000762946,,0.000762946,1.303907591,3.736995746,-0.45085,,,,,,0
Gambia,1999,5.5079,5.0571,0.2565,4.866346002,0.384080996,0.000953698,,0.000953698,1.315561954,3.864448192,-0.45078,,,,,,0
Gambia,2000,5.6644,5.2137,0.2748,4.99713256,0.391368121,0.001144451,,0.001144451,1.327216318,3.991900638,-0.45072,,,,,,0
Gambia,2001,5.84,5.3849,0.2821,5.156613881,0.399779514,0.001488095,,0.001488095,1.363233328,4.123944199,-0.45514,,,,,,0
Gambia,2002,6.0412,5.5863,0.3151,5.316095202,0.408190907,0.001831739,,0.001831739,1.399250339,4.25598776,-0.4549,,,,,,0
Gambia,2003,6.2095,5.7548,0.3151,5.475576523,0.4166023,0.002175384,,0.002175384,1.43526735,4.388031321,-0.45467,,,,,,0
Gambia,2004,6.385,5.9306,0.3224,5.635057844,0.425013693,0.002519028,,0.002519028,1.471284361,4.520074881,-0.45443,,,,,,0
Gambia,2005,6.5533,6.0991,0.3224,5.794539165,0.433425086,0.002862672,,0.002862672,1.507301372,4.652118442,-0.4542,,,,,,0
Gambia,2006,6.707,6.2527,0.3371,5.928038532,0.438541905,0.003340356,,0.003340356,1.510429683,4.786122621,-0.45435,,,,,,0
Gambia,2007,6.9011,6.4466,0.392,6.061537899,0.443658723,0.003818039,,0.003818039,1.513557994,4.9201268,-0.45451,,,,,,0
Gambia,2008,7.0585,6.6038,0.4104,6.195037266,0.448775541,0.004295723,,0.004295723,1.516686305,5.054130979,-0.45467,,,,,,0
Gambia,2009,7.2232,6.7684,0.436,6.328536633,0.453892359,0.004773407,,0.004773407,1.519814616,5.188135159,-0.45482,,,,,,0
Gambia,2010,7.399,6.944,0.4727,6.462036,0.459009177,0.00525109,,0.00525109,1.522942927,5.322139338,-0.45498,,,,,,0
Gambia,2011,7.5081,7.0531,0.4256,6.611711935,0.464896955,0.005872599,,,1.538281152,5.46134324,-0.45498,,,,,,0
Georgia,1990,47.0733,47.0733,33.4692,11.84883765,1.731670091,0.02356458,39.44593349,0.923760561,2.268498684,4.435077511,,0.6,16.95,7.32,3.76,7.6805926,3.73534089
Georgia,1991,37.9076,37.9076,25.6932,10.50564812,1.685114632,0.023620511,30.6775985,0.825908662,2.294473976,4.109600195,,0.97,10.95,6.88,2.86,6.84098384,3.146614662
Georgia,1992,30.9538,26.9085,20.1292,9.162458584,1.638559173,0.023676442,24.05926351,0.790010538,2.320449268,3.784122879,-4.04533,0.78,8.74,4.14,2.36,6.26137508,2.557888434
Georgia,1993,25.6052,21.5633,16.1702,7.819269048,1.592003715,0.023732373,19.19092853,0.609230487,2.34642456,3.458645563,-4.0419,0.57,6.06,3.23,2.04,5.89176632,1.969162206
Georgia,1994,18.4866,14.4481,10.4413,6.476079513,1.545448256,0.023788304,12.55259354,0.428450437,2.372399852,3.133168247,-4.03847,0.35,4.48,2.19,1.49,3.01215756,1.380435978
Georgia,1995,14.7869,10.7519,8.1313,5.132889977,1.498892797,0.023844235,9.22425855,0.346598386,2.398375143,2.807690931,-4.03505,0.17,5.32,0.92,1.02,1.1725488,0.79170975
